
[ 2692.519315] [AOA] Measurement: 0,1627126510.409741,08:55:31:9b:05:29,2,1,2,0,128,682,525,484,88,957,37,673,732,450,995,273,27,445,486,979,99,453,1022,340,689,140,425,926,49,782,85,599,314,516,908,733,60,83,82,78,83,87,79,80,79,65,86,78,87,73,82,77,82,82,82,86,83,80,79,73,76,87,81,87,77,84,82,89,84
[ 2692.563462] [AOA] Measurement: 0,1627126510.453885,08:55:31:9b:05:29,2,1,2,0,128,714,540,479,97,912,1004,608,718,403,972,263,14,448,460,943,74,481,16,828,521,633,246,980,90,179,907,997,109,576,937,883,429,80,75,73,77,78,78,78,73,62,82,74,82,71,77,76,80,80,80,82,79,77,79,73,74,82,79,81,75,85,79,89,84
[ 2692.602047] [AOA] Measurement: 0,1627126510.492470,08:55:31:9b:05:29,2,1,2,0,128,119,331,933,915,886,998,575,679,353,912,329,84,473,510,882,57,997,846,781,479,217,477,521,297,800,130,538,276,532,883,394,873,84,84,81,86,86,79,81,79,63,85,78,86,74,80,75,80,82,82,86,82,80,78,74,77,86,81,86,75,81,80,85,82
[ 2692.640770] [AOA] Measurement: 0,1627126510.531196,08:55:31:9b:05:29,2,1,2,0,128,698,539,456,79,916,1014,563,654,824,691,742,833,899,254,362,877,933,830,861,558,152,430,506,312,775,82,514,275,606,950,594,134,79,74,74,76,78,78,76,74,63,83,73,82,73,78,75,79,80,81,80,78,75,77,73,74,84,78,83,78,85,80,89,84
[ 2692.680722] [AOA] Measurement: 0,1627126510.571147,08:55:31:9b:05:29,2,1,2,0,128,34,219,918,885,274,773,2,452,878,732,803,892,870,270,339,875,878,821,783,470,619,229,998,99,125,871,5,64,999,728,60,658,85,84,80,82,84,82,81,79,65,87,80,88,74,80,78,81,83,84,85,82,77,77,73,76,86,81,84,77,85,81,87,84
[ 2692.719033] [AOA] Measurement: 0,1627126510.609452,08:55:31:9b:05:29,2,1,2,0,128,666,539,482,55,892,997,584,676,374,924,710,816,949,307,887,66,431,1012,765,477,674,283,499,261,784,101,572,277,574,943,163,684,83,80,81,83,83,79,81,80,63,87,82,88,72,81,75,80,82,81,83,79,78,77,71,71,81,80,82,69,76,78,85,80
[ 2692.761723] [AOA] Measurement: 0,1627126510.652146,08:55:31:9b:05:29,2,1,2,0,128,107,272,496,98,361,847,656,708,345,877,751,853,955,324,314,864,914,794,832,508,697,287,537,344,760,106,534,285,569,943,929,431,79,75,74,76,80,78,77,74,64,82,74,83,72,75,76,77,82,79,81,79,75,77,72,72,81,80,80,76,85,79,89,85
[ 2692.801482] [AOA] Measurement: 0,1627126510.691901,08:55:31:9b:05:29,2,1,2,0,128,711,574,468,61,919,989,539,646,392,932,807,938,392,483,904,38,906,823,317,725,216,488,508,284,766,87,602,353,568,967,113,508,85,77,78,80,82,80,79,77,64,84,77,87,73,79,77,79,82,81,83,80,75,79,73,76,85,80,81,77,86,80,88,85
[ 2692.850252] [AOA] Measurement: 0,1627126510.740678,08:55:31:9b:05:29,2,1,2,0,128,689,498,495,73,947,8,722,800,442,946,314,38,427,485,942,70,474,1020,336,736,232,478,573,362,752,143,590,310,518,909,888,360,82,80,78,82,82,78,79,77,65,83,77,86,74,81,76,78,80,83,83,81,78,79,74,75,83,79,85,78,84,82,89,87
[ 2692.889722] [AOA] Measurement: 0,1627126510.780141,08:55:31:9b:05:29,2,1,2,0,128,633,523,951,909,240,726,991,415,784,674,687,797,884,240,276,813,1000,873,774,475,620,247,925,27,155,892,30,131,526,921,978,463,84,82,80,81,81,77,79,76,64,85,79,86,73,78,78,80,82,82,86,82,78,79,72,74,84,81,86,77,84,83,88,84
[ 2692.933805] [AOA] Measurement: 0,1627126510.824223,08:55:31:9b:05:29,2,1,2,0,128,727,541,536,123,921,1021,609,714,421,953,326,74,401,448,885,46,478,998,802,490,159,478,529,308,761,87,618,342,620,998,941,246,79,71,73,78,80,78,77,74,63,82,75,84,74,78,78,80,81,81,82,79,77,76,71,71,83,78,79,77,84,80,90,83
[ 2692.984213] [AOA] Measurement: 0,1627126510.874632,08:55:31:9b:05:29,2,1,2,0,128,611,479,483,64,863,966,636,703,416,952,726,831,928,282,344,870,972,857,300,694,232,490,476,271,754,117,547,240,32,773,594,143,78,73,74,76,76,77,75,73,63,81,71,84,71,74,74,77,79,80,80,76,75,76,72,73,79,77,77,75,85,77,87,84
[ 2693.040763] [AOA] Measurement: 0,1627126510.931183,08:55:31:9b:05:29,2,1,2,0,128,72,297,951,879,371,818,77,530,441,987,314,52,512,555,912,55,467,1018,718,429,586,181,948,58,162,905,992,45,1013,741,929,483,76,70,71,74,77,76,74,69,59,77,68,78,69,72,72,73,76,76,75,73,71,73,66,70,74,73,75,74,83,74,83,77
[ 2693.083056] [AOA] Measurement: 0,1627126510.973481,08:55:31:9b:05:29,2,1,2,0,128,698,528,415,47,870,987,66,523,861,738,383,99,515,526,922,48,503,19,321,697,157,446,416,221,725,83,573,286,601,942,639,1009,83,82,81,82,84,79,76,77,63,86,79,86,73,79,76,81,81,83,82,80,79,78,73,75,84,80,84,73,82,81,88,86
[ 2693.126857] [AOA] Measurement: 0,1627126511.017280,08:55:31:9b:05:29,2,1,2,0,128,85,288,892,879,385,849,1,452,823,706,774,877,895,242,349,849,924,832,768,468,622,233,948,62,182,888,992,32,44,792,371,945,84,83,79,82,83,80,79,77,61,81,76,87,73,80,77,81,82,82,85,81,79,79,74,76,85,81,82,76,83,82,87,83
[ 2693.172788] [AOA] Measurement: 0,1627126511.063206,08:55:31:9b:05:29,2,1,2,0,128,72,263,978,911,375,793,63,455,895,765,811,899,456,496,350,895,470,24,333,677,191,468,544,316,735,111,517,270,507,907,193,697,77,70,72,73,78,79,76,70,60,79,70,79,71,75,73,75,79,78,80,76,72,74,70,72,80,76,76,74,83,77,88,84
[ 2693.223682] [AOA] Measurement: 0,1627126511.114100,08:55:31:9b:05:29,2,1,2,0,128,106,313,464,50,305,761,29,439,866,700,765,854,880,264,394,899,986,890,311,639,622,223,952,88,222,944,1012,62,587,949,824,460,80,76,75,74,79,77,78,73,62,82,72,82,72,76,74,77,79,78,78,75,74,76,70,74,81,78,77,77,83,75,83,81
[ 2693.266624] [AOA] Measurement: 0,1627126511.157043,08:55:31:9b:05:29,2,1,2,0,128,684,504,906,908,344,788,75,485,379,914,808,908,430,493,837,994,989,850,313,669,212,455,492,269,185,878,3,66,4,751,786,392,76,75,73,76,78,76,75,73,63,79,73,82,73,75,76,77,79,76,78,76,70,76,69,73,83,80,80,76,86,80,89,80
[ 2693.313515] [AOA] Measurement: 0,1627126511.203935,08:55:31:9b:05:29,2,1,2,0,128,708,549,448,87,885,1022,600,698,420,962,261,16,419,457,915,16,492,1018,333,731,223,493,522,344,711,76,497,258,579,953,794,172,84,84,81,84,85,80,80,79,66,86,82,88,75,81,77,82,84,83,86,81,80,80,73,75,85,80,84,76,84,80,89,84
[ 2693.363968] [AOA] Measurement: 0,1627126511.254386,08:55:31:9b:05:29,2,1,2,0,128,108,308,462,88,892,1011,619,728,395,948,291,11,406,448,336,882,531,62,259,634,140,399,968,84,720,68,6,105,528,894,198,733,87,83,82,82,84,80,79,80,63,86,81,88,73,82,76,81,81,81,84,79,79,79,71,76,85,79,85,74,82,80,86,82
[ 2693.414096] [AOA] Measurement: 0,1627126511.304514,08:55:31:9b:05:29,2,1,2,0,128,174,320,460,24,313,785,100,500,397,951,283,45,962,332,905,62,500,38,355,735,209,518,510,333,699,39,968,29,983,698,182,862,86,81,79,82,85,80,82,78,65,85,79,85,74,81,76,81,82,82,83,80,78,80,75,75,85,80,87,73,81,80,86,82
[ 2693.456566] [AOA] Measurement: 0,1627126511.346984,08:55:31:9b:05:29,2,1,2,0,128,632,470,883,906,310,771,1019,434,859,707,841,923,449,475,975,88,489,29,306,696,180,450,490,262,713,65,566,279,957,665,17,640,81,73,74,76,81,78,78,75,63,82,74,84,71,77,75,77,81,79,78,77,75,77,70,72,82,78,80,75,84,78,86,85
[ 2693.499929] [AOA] Measurement: 0,1627126511.390348,08:55:31:9b:05:29,2,1,2,0,128,711,500,466,77,890,994,44,473,840,679,789,877,954,272,946,118,448,2,315,656,604,191,950,91,196,903,1009,86,513,908,264,781,81,77,75,80,78,79,77,75,62,84,72,84,74,77,76,80,81,79,82,77,76,79,73,74,83,78,82,78,84,79,88,86
[ 2693.538263] [AOA] Measurement: 0,1627126511.428685,08:55:31:9b:05:29,2,1,2,0,128,703,521,471,90,872,977,617,675,861,751,828,920,419,463,915,44,918,811,758,473,612,218,975,86,239,930,998,60,521,931,614,18,75,70,69,73,73,75,72,66,57,73,66,78,66,72,71,71,75,74,75,72,69,73,66,69,75,71,71,73,79,72,82,76
[ 2693.582440] [AOA] Measurement: 0,1627126511.472864,08:55:31:9b:05:29,2,1,2,0,128,743,573,440,51,909,1023,604,711,412,956,300,80,882,280,297,855,951,861,802,497,549,197,515,309,700,63,575,304,567,941,425,960,85,84,82,84,85,80,79,79,63,85,79,86,74,81,77,82,84,83,85,81,80,79,72,75,85,81,83,75,83,78,86,84
[ 2693.633703] [AOA] Measurement: 0,1627126511.524121,08:55:31:9b:05:29,2,1,2,0,128,124,322,478,76,878,1018,647,729,364,941,291,82,496,549,863,52,405,1000,293,681,173,433,506,275,181,934,549,264,961,708,453,997,82,80,79,82,85,79,81,80,64,87,79,87,75,81,77,81,82,84,85,82,80,77,72,76,86,81,85,76,85,81,87,86
[ 2693.684180] [AOA] Measurement: 0,1627126511.574598,08:55:31:9b:05:29,2,1,2,0,128,673,531,475,91,809,938,589,680,408,936,288,21,858,286,301,853,988,846,786,484,663,298,537,303,787,112,505,255,550,891,710,193,83,80,78,81,84,80,80,75,66,84,78,85,73,78,75,78,82,81,80,78,73,76,72,72,82,78,82,77,84,79,88,83
[ 2693.728691] [AOA] Measurement: 0,1627126511.619118,08:55:31:9b:05:29,2,1,2,0,128,651,511,485,114,842,960,597,638,374,914,299,85,406,462,299,874,944,833,784,497,711,316,544,344,720,117,540,273,559,933,427,925,80,77,77,80,81,79,79,76,62,83,74,86,73,79,76,81,81,81,81,80,75,78,72,74,85,80,84,78,86,82,88,86
[ 2693.773204] [AOA] Measurement: 0,1627126511.663627,08:55:31:9b:05:29,2,1,2,0,128,133,337,485,83,887,993,584,678,345,922,778,879,865,260,347,911,456,14,763,452,165,453,432,224,134,897,1,36,1020,740,300,839,78,72,72,74,78,77,76,73,62,80,70,84,72,76,73,78,78,79,80,78,72,76,70,71,81,76,79,77,84,78,87,83
[ 2693.817079] [AOA] Measurement: 0,1627126511.707504,08:55:31:9b:05:29,2,1,2,0,128,704,574,432,70,892,984,603,691,395,941,293,41,409,435,308,850,903,785,778,453,604,216,965,71,242,942,543,256,536,903,856,365,80,75,74,78,79,78,78,73,62,80,73,84,73,77,75,78,78,78,78,76,75,76,69,72,79,77,77,75,85,78,87,84
[ 2693.861892] [AOA] Measurement: 0,1627126511.752318,08:55:31:9b:05:29,2,1,2,0,128,701,504,515,99,883,984,79,499,381,888,390,101,510,536,920,104,481,27,335,727,218,549,503,296,758,73,539,261,572,957,251,668,79,73,75,75,77,78,76,72,61,79,69,82,71,75,72,77,77,75,77,74,73,74,70,71,76,74,76,76,82,75,84,80
[ 2693.900978] [AOA] Measurement: 0,1627126511.791397,08:55:31:9b:05:29,2,1,2,0,128,699,537,464,60,890,1003,620,701,360,868,763,884,929,291,328,871,855,770,738,425,621,245,1002,107,776,125,573,302,543,909,369,828,83,83,78,85,83,78,80,78,63,86,79,86,75,82,76,81,82,82,85,82,80,79,74,74,87,81,85,76,84,81,87,85
[ 2693.944740] [AOA] Measurement: 0,1627126511.835159,08:55:31:9b:05:29,2,1,2,0,128,125,336,489,78,774,956,32,486,851,741,763,846,847,263,313,864,985,876,775,467,632,272,510,294,756,116,489,242,644,993,274,708,83,82,78,81,85,79,80,77,64,85,78,87,75,80,78,82,81,81,85,79,77,78,72,74,85,81,84,74,81,77,89,85
[ 2693.995069] [AOA] Measurement: 0,1627126511.885488,08:55:31:9b:05:29,2,1,2,0,128,669,489,506,96,856,989,597,666,929,750,336,79,375,423,291,845,936,850,794,512,174,442,525,289,683,42,500,233,573,966,686,107,80,76,74,78,79,80,77,72,60,81,73,83,72,76,75,77,81,82,83,79,77,80,73,74,83,81,81,77,85,80,87,82
[ 2694.045591] [AOA] Measurement: 0,1627126511.936010,08:55:31:9b:05:29,2,1,2,0,128,113,314,913,902,278,769,12,464,869,724,717,847,484,484,939,66,473,22,321,688,168,447,493,287,697,52,537,277,506,886,902,554,78,70,71,74,75,74,73,67,58,75,67,76,70,71,70,75,74,76,74,72,70,73,68,69,73,75,74,72,82,73,85,80
[ 2694.090735] [AOA] Measurement: 0,1627126511.981159,08:55:31:9b:05:29,2,1,2,2,128,113,314,913,902,278,769,12,464,869,724,717,847,484,484,939,66,473,22,321,688,168,447,493,287,697,52,537,277,506,886,902,554,80,76,74,78,79,80,77,72,60,81,73,83,72,76,75,77,81,82,83,79,77,80,73,74,83,81,81,77,85,80,87,82
[ 2694.134766] [AOA] Measurement: 0,1627126512.025189,08:55:31:9b:05:29,2,1,2,0,128,704,504,464,80,818,969,604,729,391,933,293,57,514,553,929,77,463,4,347,740,134,435,436,243,762,93,512,260,545,916,44,586,82,77,76,80,81,79,77,74,62,81,73,84,72,78,75,78,79,80,79,75,74,76,71,73,80,77,78,75,84,77,88,83
[ 2694.178220] [AOA] Measurement: 0,1627126512.068643,08:55:31:9b:05:29,2,1,2,2,128,704,504,464,80,818,969,604,729,391,933,293,57,514,553,929,77,463,4,347,740,134,435,436,243,762,93,512,260,545,916,44,586,80,76,74,78,79,80,77,72,60,81,73,83,72,76,75,77,81,82,83,79,77,80,73,74,83,81,81,77,85,80,87,82
[ 2694.220882] [AOA] Measurement: 0,1627126512.111305,08:55:31:9b:05:29,2,1,2,0,128,130,339,919,901,349,790,696,711,796,668,762,849,866,240,310,860,887,796,806,509,624,242,519,292,166,875,14,78,560,924,742,259,84,83,81,83,84,78,77,76,63,86,76,86,72,81,74,81,81,81,85,78,77,77,72,74,83,77,83,73,81,80,86,81
[ 2694.259769] [AOA] Measurement: 0,1627126512.150188,08:55:31:9b:05:29,2,1,2,0,128,687,515,444,50,889,992,627,696,422,953,314,74,426,460,871,36,486,37,330,752,154,447,527,276,698,81,962,50,3,691,124,690,77,76,73,77,77,78,76,72,61,79,72,81,69,75,72,75,79,77,80,76,74,75,71,72,81,77,81,77,84,78,88,84
[ 2694.302749] [AOA] Measurement: 0,1627126512.193168,08:55:31:9b:05:29,2,1,2,0,128,703,561,478,85,908,17,600,733,396,939,359,68,521,562,988,107,542,84,309,704,235,493,529,313,708,65,518,272,583,950,630,15,81,81,79,82,81,77,78,76,63,83,76,85,74,79,76,79,82,80,84,78,77,79,71,74,82,80,81,76,84,81,88,83
[ 2694.354142] [AOA] Measurement: 0,1627126512.244563,08:55:31:9b:05:29,2,1,2,0,128,667,531,422,57,910,987,616,697,367,910,364,83,403,484,900,52,478,1012,342,709,158,457,548,293,740,77,547,270,504,887,677,120,76,73,71,74,75,76,74,70,60,77,68,79,69,72,73,74,75,77,76,73,71,74,69,70,76,77,74,75,83,73,85,79
[ 2694.400170] [AOA] Measurement: 0,1627126512.290595,08:55:31:9b:05:29,2,1,2,0,128,676,501,448,62,895,988,9,476,874,748,279,34,429,452,889,28,453,1003,335,722,125,424,951,70,745,83,534,278,492,902,810,269,80,73,75,76,78,79,75,73,61,79,71,80,71,75,74,78,77,80,78,76,74,76,68,72,77,77,76,75,81,74,84,81
[ 2694.438262] [AOA] Measurement: 0,1627126512.328685,08:55:31:9b:05:29,2,1,2,0,128,662,524,473,67,953,62,576,709,362,930,324,61,478,510,919,61,502,39,338,734,192,482,444,255,168,889,1017,70,36,742,353,937,79,76,73,77,80,78,76,73,60,78,72,82,72,74,74,77,79,79,78,77,74,74,69,73,81,77,77,77,84,78,88,82
[ 2694.482254] [AOA] Measurement: 0,1627126512.372677,08:55:31:9b:05:29,2,1,2,0,128,72,282,439,63,944,11,540,672,390,931,786,862,876,255,349,871,917,840,826,534,221,508,509,291,725,78,484,264,518,935,634,130,82,81,78,84,83,80,79,76,63,85,77,86,73,81,76,81,80,81,83,80,77,79,71,75,86,81,84,76,83,82,88,85
[ 2694.526780] [AOA] Measurement: 0,1627126512.417204,08:55:31:9b:05:29,2,1,2,0,128,665,519,446,40,315,789,56,491,378,913,770,890,931,289,313,895,910,802,748,445,588,218,557,302,180,893,574,288,589,971,403,945,82,79,77,81,80,79,78,75,62,84,76,85,73,79,75,80,81,80,81,76,75,76,70,72,82,79,80,76,84,78,88,84
[ 2694.565793] [AOA] Measurement: 0,1627126512.456215,08:55:31:9b:05:29,2,1,2,0,128,641,510,488,38,333,809,593,684,458,961,355,78,497,570,951,83,489,18,336,698,189,477,481,254,701,76,482,239,535,971,730,170,83,81,78,82,83,80,80,78,64,84,80,86,75,80,76,79,80,81,84,80,78,79,75,75,84,79,81,78,85,80,88,85
[ 2694.604020] [AOA] Measurement: 0,1627126512.494445,08:55:31:9b:05:29,2,1,2,0,128,707,568,493,112,914,1000,639,702,351,933,295,59,475,520,939,66,503,50,334,727,130,412,515,298,739,85,584,300,557,935,850,210,80,77,78,79,79,78,77,75,63,82,74,83,71,76,75,79,79,80,82,80,77,78,73,75,81,79,83,77,84,79,89,84
[ 2694.645071] [AOA] Measurement: 0,1627126512.535489,08:55:31:9b:05:29,2,1,2,0,128,658,487,506,102,867,988,56,488,390,926,304,70,442,528,846,1010,868,832,788,458,645,301,946,61,223,930,37,81,578,938,286,801,82,77,77,79,80,79,76,74,62,83,74,84,74,77,74,78,80,80,81,77,74,77,69,73,82,79,80,77,84,79,88,84
[ 2694.687912] [AOA] Measurement: 0,1627126512.578331,08:55:31:9b:05:29,2,1,2,0,128,723,565,416,14,356,819,576,659,344,883,737,855,882,263,951,71,503,29,405,750,180,466,535,310,692,16,511,272,547,940,239,812,79,75,76,77,82,79,77,73,62,82,73,82,73,75,76,77,80,81,81,78,76,77,70,74,83,78,81,75,85,80,88,84
[ 2694.730939] [AOA] Measurement: 0,1627126512.621357,08:55:31:9b:05:29,2,1,2,0,128,92,271,927,898,901,996,48,487,850,722,783,889,897,289,293,851,949,854,782,461,584,200,982,107,170,916,531,296,554,905,388,831,85,82,82,82,84,79,80,78,64,84,78,86,74,83,76,82,83,82,84,79,81,79,71,75,83,79,84,73,83,81,86,84
[ 2694.776218] [AOA] Measurement: 0,1627126512.666644,08:55:31:9b:05:29,2,1,2,0,128,706,556,489,121,892,1021,620,706,405,985,379,76,464,548,939,64,518,52,301,647,242,520,581,377,839,163,612,352,582,955,91,438,85,83,79,83,86,79,81,77,65,86,77,87,72,78,73,79,81,82,85,79,80,81,73,77,86,81,86,75,83,80,87,81
[ 2694.818890] [AOA] Measurement: 0,1627126512.709308,08:55:31:9b:05:29,2,1,2,0,128,700,531,557,141,859,1005,641,743,473,999,282,51,495,540,891,41,476,1002,310,649,613,238,977,89,177,931,583,274,527,895,322,742,79,76,73,77,79,80,78,73,63,82,73,85,73,79,75,79,79,81,81,78,77,79,71,74,82,78,82,75,81,78,87,83
[ 2694.857549] [AOA] Measurement: 0,1627126512.747975,08:55:31:9b:05:29,2,1,2,0,128,691,544,450,83,839,992,644,699,485,989,339,95,412,503,937,57,483,19,268,648,204,480,532,337,760,98,538,238,608,941,400,812,85,80,80,82,85,80,81,78,65,86,80,86,73,81,77,82,82,82,85,81,80,79,74,75,86,81,84,77,83,80,86,85
[ 2694.901443] [AOA] Measurement: 0,1627126512.791869,08:55:31:9b:05:29,2,1,2,0,128,696,542,420,96,891,995,607,710,410,929,202,1006,951,295,345,899,1007,849,276,634,178,483,523,296,719,36,998,62,597,968,1006,547,79,75,74,76,78,77,76,73,61,79,71,81,71,74,72,74,78,77,79,75,73,76,69,73,80,78,79,74,85,78,86,85
[ 2694.952134] [AOA] Measurement: 0,1627126512.842551,08:55:31:9b:05:29,2,1,2,0,128,670,524,459,89,903,1019,629,708,473,968,327,89,504,548,911,88,505,54,305,684,149,460,460,238,707,86,1002,64,527,919,283,774,83,79,81,83,84,80,80,79,64,86,80,85,73,80,76,80,81,81,85,79,76,79,73,74,87,81,84,73,82,81,86,81
[ 2695.002800] [AOA] Measurement: 0,1627126512.893220,08:55:31:9b:05:29,2,1,2,0,128,118,307,939,919,907,1008,606,707,351,896,344,68,418,461,894,17,901,842,767,446,591,187,939,78,221,913,988,37,932,674,463,120,79,73,72,74,76,77,76,72,61,80,71,81,71,76,74,77,79,80,80,77,74,76,72,73,82,79,79,76,83,76,87,84
[ 2695.047727] [AOA] Measurement: 0,1627126512.938153,08:55:31:9b:05:29,2,1,2,0,128,674,474,440,24,323,816,558,665,863,708,719,833,798,186,286,818,952,840,804,492,207,495,496,280,709,86,27,107,551,888,494,999,77,75,73,77,78,77,78,73,62,80,72,84,72,76,76,78,79,80,79,78,74,76,71,75,82,78,76,75,83,76,89,83
[ 2695.092094] [AOA] Measurement: 0,1627126512.982519,08:55:31:9b:05:29,2,1,2,0,128,678,523,501,90,794,951,585,685,861,734,777,850,944,311,364,902,429,998,786,462,201,456,472,265,788,126,545,289,603,986,288,705,79,73,76,75,79,77,78,72,61,82,71,84,73,76,75,77,79,79,78,74,74,77,70,72,80,78,79,76,84,77,88,84
[ 2695.142314] [AOA] Measurement: 0,1627126513.032733,08:55:31:9b:05:29,2,1,2,0,128,611,468,429,35,872,989,53,484,378,918,285,59,525,551,964,88,452,27,337,740,149,429,529,309,783,108,589,309,570,956,8,450,84,79,80,82,84,79,77,75,65,85,79,85,75,81,77,81,83,81,85,80,77,78,71,74,83,77,86,76,86,82,89,85
[ 2695.193135] [AOA] Measurement: 0,1627126513.083554,08:55:31:9b:05:29,2,1,2,0,128,644,490,461,113,914,8,608,719,414,955,256,56,407,434,313,851,963,856,734,449,623,245,526,317,736,82,540,242,612,968,331,735,79,73,73,75,76,78,75,72,61,77,72,80,71,74,74,76,77,78,78,74,72,74,70,72,80,76,77,77,82,74,86,82
[ 2695.237504] [AOA] Measurement: 0,1627126513.127929,08:55:31:9b:05:29,2,1,2,0,128,133,316,943,929,911,1017,565,658,802,683,773,872,436,477,900,69,516,26,360,729,136,407,945,43,212,934,973,75,23,742,657,214,74,70,69,72,74,74,71,68,60,76,67,78,68,71,71,74,77,76,76,73,70,74,67,70,75,74,72,74,83,75,85,80
[ 2695.282243] [AOA] Measurement: 0,1627126513.172665,08:55:31:9b:05:29,2,1,2,0,128,763,554,463,108,865,1001,594,681,842,707,739,806,894,253,372,891,891,797,804,460,597,164,968,56,182,944,962,59,1021,708,125,664,80,78,75,78,79,77,75,72,61,79,72,82,71,75,72,74,76,77,76,75,71,74,67,71,80,77,77,76,84,76,85,81
[ 2695.326043] [AOA] Measurement: 0,1627126513.216468,08:55:31:9b:05:29,2,1,2,0,128,730,551,530,138,870,1007,561,671,370,906,804,876,474,527,907,25,497,1,317,647,232,454,553,333,791,102,570,295,597,964,136,558,81,79,76,79,80,78,76,75,62,82,73,85,73,76,75,79,80,82,81,78,76,76,73,71,82,79,82,77,85,79,89,83
[ 2695.370949] [AOA] Measurement: 0,1627126513.261367,08:55:31:9b:05:29,2,1,2,0,128,157,317,893,869,352,804,1,452,883,740,778,868,415,479,923,44,983,896,737,424,521,168,949,16,172,878,983,56,4,734,165,702,77,71,70,74,76,76,75,71,60,78,69,79,70,72,71,73,77,79,77,75,71,77,67,72,79,76,78,76,84,77,87,83
[ 2695.420918] [AOA] Measurement: 0,1627126513.311337,08:55:31:9b:05:29,2,1,2,0,128,665,525,470,58,904,999,9,498,807,676,789,875,863,228,336,875,1008,891,296,674,265,551,511,323,734,55,491,252,518,898,702,213,79,76,74,78,78,77,75,72,63,80,73,83,71,75,74,75,77,78,77,77,73,75,70,73,80,78,80,77,84,78,89,85
[ 2695.466172] [AOA] Measurement: 0,1627126513.356597,08:55:31:9b:05:29,2,1,2,0,128,76,299,874,862,323,787,48,493,388,935,332,42,459,504,929,90,472,18,355,740,148,423,946,39,196,936,1004,30,1020,738,161,743,82,77,77,80,82,78,76,74,65,81,75,85,73,78,76,78,79,82,82,79,77,79,73,74,83,79,83,77,86,82,89,86
